Report_Data_Extracted,PHU_Num,PHU,LTC_Home,LTCH_Num,City,Beds,Total_LTC_Resident_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Cases,1st_dose_staff_vac_rate,2nd_dose_staff_vac_rate,FILE_DATE,PHU_NAME,PHU_NUM,ACTIVE_CASES,RESOLVED_CASES,DEATHS,TOTAL_CASES,CASE_FATALITY_RATE,Daily_New_Cases,Date,PHU ID,Percent_at_least_one_dose,Percent_fully_vaccinated,Percent_3doses
2021-11-26,2268,Windsor-Essex,Iler Lodge,2129,Essex,104.0,<5,<5,<5,1.0,1.0,2021-11-26,WINDSOR-ESSEX COUNTY,2268.0,385,20624,467,21009,0.022228568708648675,62,2021-11-26,2268,0.8910019741658942,0.8556635778794206,0.0
2021-11-26,2268,Windsor-Essex,The Village at St. Clair,3046,Windsor,256.0,0,63,<5,1.0,1.0,2021-11-26,WINDSOR-ESSEX COUNTY,2268.0,385,20624,467,21009,0.022228568708648675,62,2021-11-26,2268,0.8910019741658942,0.8556635778794206,0.0
2021-11-26,2240,Chatham-Kent,Tilbury Manor Nursing Home,1064,Tilbury,75.0,0,0,<5,1.0,1.0,2021-11-26,CHATHAM-KENT,2240.0,49,2841,31,2890,0.010726643598615917,8,2021-11-26,2240,0.8696065582196181,0.8386877686854558,0.0
2021-11-29,2268,Windsor-Essex,Iler Lodge,2129,Essex,104.0,<5,<5,<5,1.0,1.0,2021-11-29,WINDSOR-ESSEX COUNTY,2268.0,487,20774,467,21261,0.021965100418606838,84,2021-11-29,2268,0.8918553944151958,0.8572078183951106,0.0
2021-11-29,2268,Windsor-Essex,The Village at St. Clair,3046,Windsor,256.0,0,63,<5,1.0,1.0,2021-11-29,WINDSOR-ESSEX COUNTY,2268.0,487,20774,467,21261,0.021965100418606838,84,2021-11-29,2268,0.8918553944151958,0.8572078183951106,0.0
2021-11-29,2240,Chatham-Kent,Tilbury Manor Nursing Home,1064,Tilbury,75.0,0,0,<5,1.0,1.0,2021-11-29,CHATHAM-KENT,2240.0,71,2853,31,2924,0.010601915184678522,13,2021-11-29,2240,0.8702012915257846,0.8397560859206068,0.0
2021-11-30,2268,Windsor-Essex,Iler Lodge,2129,Essex,104.0,<5,<5,<5,1.0,1.0,2021-11-30,WINDSOR-ESSEX COUNTY,2268.0,519,20813,467,21332,0.0218919932495781,71,2021-11-30,2268,0.8921870248888211,0.8577681912175799,0.0
2021-11-30,2251,Ottawa,St. Patrick's Home,3015,Ottawa,288.0,0,<5,<5,0.99,0.99,2021-11-30,CITY OF OTTAWA,2251.0,337,31033,602,31370,0.019190309212623526,16,2021-11-30,2251,0.9149021606339823,0.8872977401073489,0.0
2021-11-30,2268,Windsor-Essex,The Village at St. Clair,3046,Windsor,256.0,0,63,<5,1.0,1.0,2021-11-30,WINDSOR-ESSEX COUNTY,2268.0,519,20813,467,21332,0.0218919932495781,71,2021-11-30,2268,0.8921870248888211,0.8577681912175799,0.0
2021-11-30,2240,Chatham-Kent,Tilbury Manor Nursing Home,1064,Tilbury,75.0,0,0,<5,1.0,1.0,2021-11-30,CHATHAM-KENT,2240.0,82,2860,31,2942,0.01053704962610469,18,2021-11-30,2240,0.8704215631206611,0.8401929579171118,0.0
2021-12-01,2251,Ottawa,Glebe Centre,2811,Ottawa,254.0,0,<5,0,1.0,1.0,2021-12-01,CITY OF OTTAWA,2251.0,339,31075,602,31414,0.01916343031769275,44,2021-12-01,2251,0.8948178355711153,0.8609598951854559,0.0
2021-12-01,2268,Windsor-Essex,Iler Lodge,2129,Essex,104.0,<5,<5,<5,1.0,1.0,2021-12-01,WINDSOR-ESSEX COUNTY,2268.0,554,20866,467,21420,0.02180205415499533,88,2021-12-01,2268,0.8485111621618651,0.8111500708970399,0.0
2021-12-01,2251,Ottawa,Peter D. Clark Centre,M609,Ottawa,216.0,0,8,<5,1.0,1.0,2021-12-01,CITY OF OTTAWA,2251.0,339,31075,602,31414,0.01916343031769275,44,2021-12-01,2251,0.8948178355711153,0.8609598951854559,0.0
2021-12-01,2251,Ottawa,Residence Saint-Louis,3013,Ottawa,198.0,0,10,<5,1.0,1.0,2021-12-01,CITY OF OTTAWA,2251.0,339,31075,602,31414,0.01916343031769275,44,2021-12-01,2251,0.8948178355711153,0.8609598951854559,0.0
2021-12-01,2251,Ottawa,St. Patrick's Home,3015,Ottawa,288.0,0,<5,<5,1.0,1.0,2021-12-01,CITY OF OTTAWA,2251.0,339,31075,602,31414,0.01916343031769275,44,2021-12-01,2251,0.8948178355711153,0.8609598951854559,0.0
2021-12-01,2268,Windsor-Essex,The Village at St. Clair,3046,Windsor,256.0,0,63,<5,1.0,1.0,2021-12-01,WINDSOR-ESSEX COUNTY,2268.0,554,20866,467,21420,0.02180205415499533,88,2021-12-01,2268,0.8485111621618651,0.8111500708970399,0.0
2021-12-01,2240,Chatham-Kent,Tilbury Manor Nursing Home,1064,Tilbury,75.0,0,0,<5,1.0,1.0,2021-12-01,CHATHAM-KENT,2240.0,79,2871,31,2950,0.010508474576271187,8,2021-12-01,2240,0.8344747845423842,0.8015336510604534,0.0
2021-12-02,2261,Sudbury,Finlandia Hoivakoti Nursing Home,2829,Sudbury,112.0,<5,<5,<5,1.0,1.0,2021-12-02,SUDBURY AND DISTRICT,2261.0,272,3519,41,3791,0.010815088367185439,32,2021-12-02,2261,0.8624248503739809,0.8275298410497048,0.0
2021-12-02,2268,Windsor-Essex,Iler Lodge,2129,Essex,104.0,<5,<5,<5,1.0,1.0,2021-12-02,WINDSOR-ESSEX COUNTY,2268.0,580,20929,469,21509,0.021804825886838068,91,2021-12-02,2268,0.8494060231124997,0.811662805531327,0.0
2021-12-02,2251,Ottawa,St. Patrick's Home,3015,Ottawa,288.0,<5,<5,<5,1.0,1.0,2021-12-02,CITY OF OTTAWA,2251.0,356,31117,602,31473,0.0191275061163537,59,2021-12-02,2251,0.8963583144179843,0.86124282392268,0.0
2021-12-02,2268,Windsor-Essex,The Village at St. Clair,3046,Windsor,256.0,0,63,<5,1.0,1.0,2021-12-02,WINDSOR-ESSEX COUNTY,2268.0,580,20929,469,21509,0.021804825886838068,91,2021-12-02,2268,0.8494060231124997,0.811662805531327,0.0
2021-12-02,2240,Chatham-Kent,Tilbury Manor Nursing Home,1064,Tilbury,75.0,0,0,<5,1.0,1.0,2021-12-02,CHATHAM-KENT,2240.0,88,2878,31,2966,0.010451786918408631,16,2021-12-02,2240,0.8355605552046521,0.802039996032761,0.0
2021-12-03,2261,Sudbury,Finlandia Hoivakoti Nursing Home,2829,Sudbury,112.0,<5,<5,<5,1.0,1.0,2021-12-03,SUDBURY AND DISTRICT,2261.0,306,3544,41,3850,0.01064935064935065,59,2021-12-03,2261,0.8634454714986838,0.8279701353871426,0.0
2021-12-03,2268,Windsor-Essex,Iler Lodge,2129,Essex,104.0,<5,<5,<5,1.0,1.0,2021-12-03,WINDSOR-ESSEX COUNTY,2268.0,584,20993,469,21577,0.021736107892663486,68,2021-12-03,2268,0.8501683360177007,0.8121929977130613,0.0
2021-12-03,2253,Peel,Peel Manor,M562,Brampton,177.0,0,5,<5,1.0,1.0,2021-12-03,PEEL REGION,2253.0,428,115923,988,116351,0.008491547128946035,60,2021-12-03,2253,0.8762082543868058,0.8439472653353742,0.0
2021-12-03,2251,Ottawa,St. Patrick's Home,3015,Ottawa,288.0,<5,<5,<5,1.0,1.0,2021-12-03,CITY OF OTTAWA,2251.0,370,31161,602,31531,0.019092321841996766,58,2021-12-03,2251,0.8978875722951051,0.8615623543945592,0.0
2021-12-03,2240,Chatham-Kent,Tilbury Manor Nursing Home,1064,Tilbury,75.0,0,0,<5,1.0,1.0,2021-12-03,CHATHAM-KENT,2240.0,99,2884,31,2983,0.01039222259470332,17,2021-12-03,2240,0.836074730253851,0.802582881363895,0.0
2021-12-06,2268,Windsor-Essex,Country Village Homes - Woodslee,2576,Woodslee,104.0,<5,18,<5,1.0,0.99,2021-12-06,WINDSOR-ESSEX COUNTY,2268.0,545,21213,469,21758,0.021555290008272818,41,2021-12-06,2268,0.8527617516773793,0.8138243085356415,0.0
2021-12-06,2261,Sudbury,Finlandia Hoivakoti Nursing Home,2829,Sudbury,112.0,<5,<5,<5,1.0,1.0,2021-12-06,SUDBURY AND DISTRICT,2261.0,376,3598,42,3974,0.010568696527428284,39,2021-12-06,2261,0.8653345631054888,0.8287618573150124,0.0
2021-12-06,2268,Windsor-Essex,Iler Lodge,2129,Essex,104.0,<5,<5,<5,1.0,1.0,2021-12-06,WINDSOR-ESSEX COUNTY,2268.0,545,21213,469,21758,0.021555290008272818,41,2021-12-06,2268,0.8527617516773793,0.8138243085356415,0.0
2021-12-06,2253,Peel,Peel Manor,M562,Brampton,177.0,0,5,<5,1.0,1.0,2021-12-06,PEEL REGION,2253.0,557,115994,988,116551,0.008476975744523857,60,2021-12-06,2253,0.8789907267676392,0.8453653406522464,0.0
2021-12-06,2246,Niagara,Shalom Manor Long Term Care Home,3009,Grimsby,144.0,5,0,5,1.0,1.0,2021-12-06,NIAGARA REGION,2246.0,274,18343,442,18617,0.02374174141913305,23,2021-12-06,2246,0.8579244457275885,0.8258177752114897,0.0
2021-12-06,2251,Ottawa,St. Patrick's Home,3015,Ottawa,288.0,<5,<5,0,1.0,1.0,2021-12-06,CITY OF OTTAWA,2251.0,442,31267,602,31709,0.01898514617301082,55,2021-12-06,2251,0.9024547741485955,0.8624838097436489,0.0
2021-12-06,2240,Chatham-Kent,Tilbury Manor Nursing Home,1064,Tilbury,75.0,0,0,<5,1.0,1.0,2021-12-06,CHATHAM-KENT,2240.0,140,2904,31,3044,0.010183968462549276,14,2021-12-06,2240,0.8384681237569753,0.8036843121799456,0.0
2021-12-07,2268,Windsor-Essex,Country Village Homes - Woodslee,2576,Woodslee,104.0,<5,18,<5,1.0,0.99,2021-12-07,WINDSOR-ESSEX COUNTY,2268.0,519,21287,472,21806,0.02164541869210309,51,2021-12-07,2268,0.853429017935367,0.8143137664399988,0.0
2021-12-07,2261,Sudbury,Finlandia Hoivakoti Nursing Home,2829,Sudbury,112.0,5,<5,6,1.0,1.0,2021-12-07,SUDBURY AND DISTRICT,2261.0,407,3625,42,4032,0.010416666666666666,58,2021-12-07,2261,0.8661828365996351,0.8291186707688993,0.0
2021-12-07,2268,Windsor-Essex,Iler Lodge,2129,Essex,104.0,<5,<5,<5,1.0,1.0,2021-12-07,WINDSOR-ESSEX COUNTY,2268.0,519,21287,472,21806,0.02164541869210309,51,2021-12-07,2268,0.853429017935367,0.8143137664399988,0.0
2021-12-07,2253,Peel,Peel Manor,M562,Brampton,177.0,0,5,<5,1.0,1.0,2021-12-07,PEEL REGION,2253.0,539,116058,990,116597,0.008490784497028225,48,2021-12-07,2253,0.8793941215311551,0.8457216996222415,0.0
2021-12-07,2246,Niagara,Shalom Manor Long Term Care Home,3009,Grimsby,144.0,5,0,5,1.0,1.0,2021-12-07,NIAGARA REGION,2246.0,252,18390,442,18642,0.023709902370990237,25,2021-12-07,2246,0.8587682275197742,0.8260526364027972,0.0
2021-12-07,2251,Ottawa,St. Patrick's Home,3015,Ottawa,288.0,<5,<5,0,1.0,1.0,2021-12-07,CITY OF OTTAWA,2251.0,449,31308,602,31757,0.01895645054633624,48,2021-12-07,2251,0.9036132056921308,0.8628161641809547,0.0
2021-12-07,2240,Chatham-Kent,Tilbury Manor Nursing Home,1064,Tilbury,75.0,0,0,<5,1.0,1.0,2021-12-07,CHATHAM-KENT,2240.0,131,2924,31,3055,0.010147299509001636,11,2021-12-07,2240,0.838917048165413,0.8040001252812302,0.0
2021-12-08,2268,Windsor-Essex,Country Village Homes - Woodslee,2576,Woodslee,104.0,<5,18,<5,1.0,0.99,2021-12-08,WINDSOR-ESSEX COUNTY,2268.0,516,21363,474,21879,0.021664609899904017,75,2021-12-08,2268,0.8542113746913409,0.814852364107541,0.0
2021-12-08,2261,Sudbury,Finlandia Hoivakoti Nursing Home,2829,Sudbury,112.0,6,<5,7,1.0,1.0,2021-12-08,SUDBURY AND DISTRICT,2261.0,362,3690,43,4052,0.010612043435340572,21,2021-12-08,2261,0.8677662804553747,0.8296828399657997,0.0
2021-12-08,2253,Peel,Peel Manor,M562,Brampton,177.0,0,5,<5,1.0,1.0,2021-12-08,PEEL REGION,2253.0,469,116176,990,116645,0.00848729049680655,48,2021-12-08,2253,0.880219761280781,0.8462410681361942,0.0
2021-12-08,2246,Niagara,Shalom Manor Long Term Care Home,3009,Grimsby,144.0,5,0,6,1.0,1.0,2021-12-08,NIAGARA REGION,2246.0,245,18423,442,18668,0.023676880222841225,26,2021-12-08,2246,0.8592895047980423,0.8261660571732337,0.0
2021-12-08,2251,Ottawa,St. Patrick's Home,3015,Ottawa,288.0,<5,<5,0,1.0,1.0,2021-12-08,CITY OF OTTAWA,2251.0,492,31357,602,31849,0.018901692360827657,92,2021-12-08,2251,0.9047569431086148,0.8631519917755635,0.0
2021-12-08,2230,Durham,Sunnycrest Nursing Home,1013,Whitby,136.0,<5,34,0,0.99,0.99,2021-12-08,DURHAM REGION,2230.0,267,27714,388,27981,0.013866552303348701,34,2021-12-08,2230,0.8897029490531402,0.8567384791436541,0.0
2021-12-08,2240,Chatham-Kent,Tilbury Manor Nursing Home,1064,Tilbury,75.0,0,0,<5,1.0,1.0,2021-12-08,CHATHAM-KENT,2240.0,133,2933,31,3066,0.010110893672537508,11,2021-12-08,2240,0.8394181730864597,0.8044699298947116,0.0
2021-12-09,2268,Windsor-Essex,Country Village Homes - Woodslee,2576,Woodslee,104.0,<5,18,<5,1.0,0.99,2021-12-09,WINDSOR-ESSEX COUNTY,2268.0,548,21445,474,21993,0.021552312099304326,114,2021-12-09,2268,0.8549982574781344,0.8153566932560201,0.0
2021-12-09,3895,Toronto,Downsview Long Term Care Centre,1041,North York,252.0,<5,65,0,1.0,1.0,2021-12-09,TORONTO,3895.0,1424,174478,3560,175902,0.020238541915384704,206,2021-12-09,3895,0.8791729864302282,0.843001303415316,0.0
2021-12-09,2261,Sudbury,Finlandia Hoivakoti Nursing Home,2829,Sudbury,112.0,6,<5,7,1.0,1.0,2021-12-09,SUDBURY AND DISTRICT,2261.0,345,3747,46,4092,0.011241446725317693,43,2021-12-09,2261,0.8687815157166228,0.830179685869514,0.0
2021-12-09,2253,Peel,Peel Manor,M562,Brampton,177.0,0,5,<5,1.0,1.0,2021-12-09,PEEL REGION,2253.0,451,116265,990,116716,0.008482127557489975,71,2021-12-09,2253,0.8808949583015123,0.8466629540704452,0.0
2021-12-09,2246,Niagara,Shalom Manor Long Term Care Home,3009,Grimsby,144.0,5,0,6,1.0,1.0,2021-12-09,NIAGARA REGION,2246.0,276,18436,442,18712,0.023621205643437365,44,2021-12-09,2246,0.8599150375319641,0.8265046009880209,0.0
2021-12-09,2251,Ottawa,St. Patrick's Home,3015,Ottawa,288.0,<5,<5,0,1.0,1.0,2021-12-09,CITY OF OTTAWA,2251.0,471,31414,602,31885,0.018880351262349066,36,2021-12-09,2251,0.9057646930583875,0.8634707207496035,0.0
2021-12-09,2230,Durham,Sunnycrest Nursing Home,1013,Whitby,136.0,<5,34,0,0.99,0.99,2021-12-09,DURHAM REGION,2230.0,284,27756,388,28040,0.01383737517831669,59,2021-12-09,2230,0.8905532554018294,0.8570627081065187,0.0
2021-12-09,2240,Chatham-Kent,Tilbury Manor Nursing Home,1064,Tilbury,75.0,0,0,<5,1.0,1.0,2021-12-09,CHATHAM-KENT,2240.0,140,2945,31,3085,0.010048622366288493,19,2021-12-09,2240,0.8400811195965945,0.8050206453027369,0.0
2021-12-10,2241,Kingston Frontenac L & A,Arbour Heights,2982,Kingston,174.0,0,0,<5,1.0,1.0,2021-12-10,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,478,2607,14,3085,0.00453808752025932,95,2021-12-10,2241,0.9051417508169849,0.8616103796484076,0.0
2021-12-10,2268,Windsor-Essex,Country Village Homes - Woodslee,2576,Woodslee,104.0,<5,18,<5,1.0,0.99,2021-12-10,WINDSOR-ESSEX COUNTY,2268.0,547,21534,475,22081,0.021511706897332547,89,2021-12-10,2268,0.8557347073500801,0.8158222278546161,0.0
2021-12-10,3895,Toronto,Downsview Long Term Care Centre,1041,North York,252.0,<5,65,0,1.0,1.0,2021-12-10,TORONTO,3895.0,1509,174587,3561,176096,0.02022192440487007,195,2021-12-10,3895,0.8798111312127739,0.8433833627195634,0.0
2021-12-10,2261,Sudbury,Finlandia Hoivakoti Nursing Home,2829,Sudbury,112.0,6,<5,7,1.0,1.0,2021-12-10,SUDBURY AND DISTRICT,2261.0,371,3767,46,4138,0.011116481391976801,46,2021-12-10,2261,0.8702989827450399,0.8307250045443223,0.0
2021-12-10,2253,Peel,Peel Manor,M562,Brampton,177.0,0,5,<5,1.0,1.0,2021-12-10,PEEL REGION,2253.0,504,116301,990,116805,0.008475664569153718,89,2021-12-10,2253,0.8816290398271094,0.8470455238261427,0.0
2021-12-10,2246,Niagara,Shalom Manor Long Term Care Home,3009,Grimsby,144.0,5,0,6,1.0,1.0,2021-12-10,NIAGARA REGION,2246.0,311,18446,444,18757,0.02367116276590073,47,2021-12-10,2246,0.8609272319832825,0.8272074660654221,0.0
2021-12-10,2251,Ottawa,St. Patrick's Home,3015,Ottawa,288.0,<5,<5,0,1.0,1.0,2021-12-10,CITY OF OTTAWA,2251.0,538,31456,602,31994,0.018816028005250986,109,2021-12-10,2251,0.9067104605085985,0.8638522337210446,0.0
2021-12-10,2230,Durham,Sunnycrest Nursing Home,1013,Whitby,136.0,<5,34,0,0.99,0.99,2021-12-10,DURHAM REGION,2230.0,327,27789,388,28116,0.013799971546450419,76,2021-12-10,2230,0.8912327058019501,0.8574075987189778,0.0
2021-12-10,2240,Chatham-Kent,Tilbury Manor Nursing Home,1064,Tilbury,75.0,0,0,<5,1.0,1.0,2021-12-10,CHATHAM-KENT,2240.0,162,2961,32,3123,0.010246557796990073,39,2021-12-10,2240,0.8406318350046198,0.8054773997880659,0.0
2021-12-13,2241,KINGSTON FRONTENAC L & A,Arbour Heights,2982,Kingston,174.0,0,0,<5,1.0,1.0,2021-12-13,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,789,2688,14,3477,0.004026459591601955,142,2021-12-13,2241,0.9079552260762659,0.8623840196706841,0.0
2021-12-13,2268,WINDSOR-ESSEX,Country Village Homes - Woodslee,2576,South Woodslee,104.0,<5,18,<5,1.0,0.99,2021-12-13,WINDSOR-ESSEX COUNTY,2268.0,631,21711,476,22342,0.02130516515978874,82,2021-12-13,2268,0.8579375912076033,0.817388881094058,0.0
2021-12-13,3895,TORONTO,Downsview Long Term Care Centre,1041,North York,252.0,<5,65,0,1.0,1.0,2021-12-13,TORONTO,3895.0,1915,174908,3562,176823,0.020144438223534268,255,2021-12-13,3895,0.8822420582468029,0.8445517009914691,0.0
2021-12-13,2261,SUDBURY,Finlandia Hoivakoti Nursing Home,2829,Sudbury,112.0,6,<5,<5,1.0,1.0,2021-12-13,SUDBURY AND DISTRICT,2261.0,437,3812,47,4249,0.011061426217933632,23,2021-12-13,2261,0.8718595366810963,0.8314278597251863,0.0
2021-12-13,2265,WATERLOO,Lanark Heights Long Term Care Centre,2917,Kitchener,160.0,<5,0,<5,1.0,1.0,2021-12-13,WATERLOO REGION,2265.0,424,20739,310,21163,0.014648206775976941,53,2021-12-13,2265,0.875469332027366,0.8367851498152353,0.0
2021-12-13,2234,HALDIMAND-NORFOLK,Norview Lodge,M624,Simcoe,179.0,<5,0,<5,1.0,1.0,2021-12-13,HALDIMAND-NORFOLK,2234.0,102,3426,61,3528,0.017290249433106575,8,2021-12-13,2234,0.8205995559360493,0.7884594414631374,0.0
2021-12-13,2253,PEEL,Peel Manor,M562,Brampton,177.0,0,5,<5,1.0,1.0,2021-12-13,PEEL REGION,2253.0,702,116391,990,117093,0.008454817965207143,89,2021-12-13,2253,0.8840088355481447,0.8483343404737976,0.0
2021-12-13,2246,NIAGARA,Shalom Manor Long Term Care Home,3009,Grimsby,144.0,<5,<5,6,1.0,1.0,2021-12-13,NIAGARA REGION,2246.0,382,18504,445,18886,0.02356242719474743,21,2021-12-13,2246,0.863026661900703,0.8280403640463032,0.0
2021-12-13,2251,OTTAWA,St. Patrick's Home,3015,Ottawa,288.0,<5,<5,5,1.0,1.0,2021-12-13,CITY OF OTTAWA,2251.0,748,31583,602,32331,0.018619900405183878,116,2021-12-13,2251,0.9094235306941613,0.8647226603743743,0.0
2021-12-13,2230,DURHAM,Sunnycrest Nursing Home,1013,Whitby,104.0,<5,34,0,0.99,0.99,2021-12-13,DURHAM REGION,2230.0,405,27879,389,28284,0.01375335878942158,56,2021-12-13,2230,0.8933437701153079,0.8581851919546715,0.0
2021-12-13,2268,WINDSOR-ESSEX,Tilbury Manor Nursing Home,1064,Tilbury,75.0,0,0,<5,1.0,1.0,2021-12-13,WINDSOR-ESSEX COUNTY,2268.0,631,21711,476,22342,0.02130516515978874,82,2021-12-13,2268,0.8579375912076033,0.817388881094058,0.0
2021-12-14,2230,DURHAM,Sunnycrest Nursing Home,1013,Whitby,104.0,<5,34,0,0.99,0.99,2021-12-14,DURHAM REGION,2230.0,453,27905,389,28358,0.013717469497143663,74,2021-12-14,2230,0.893893687866049,0.8584470386293379,0.0
2021-12-14,3895,TORONTO,Downsview Long Term Care Centre,1041,North York,252.0,<5,65,0,1.0,1.0,2021-12-14,TORONTO,3895.0,2053,175009,3562,177062,0.02011724706599948,239,2021-12-14,3895,0.882561866251658,0.8448240619202733,0.0
2021-12-14,2251,OTTAWA,St. Patrick's Home,3015,Ottawa,288.0,<5,<5,5,1.0,1.0,2021-12-14,CITY OF OTTAWA,2251.0,801,31650,602,32451,0.018551046192721334,120,2021-12-14,2251,0.9102338450095538,0.8650082607710623,0.0
2021-12-14,2234,HALDIMAND-NORFOLK,Norview Lodge,M624,Simcoe,179.0,<5,0,<5,1.0,1.0,2021-12-14,HALDIMAND-NORFOLK,2234.0,100,3434,61,3534,0.01726089417091115,6,2021-12-14,2234,0.8209475684366583,0.7888608158805064,0.0
2021-12-14,2261,SUDBURY,Finlandia Hoivakoti Nursing Home,2829,Sudbury,112.0,5,<5,<5,1.0,1.0,2021-12-14,SUDBURY AND DISTRICT,2261.0,423,3836,47,4259,0.011035454332002818,10,2021-12-14,2261,0.8724115876852232,0.8317752479180271,0.0
2021-12-14,2268,WINDSOR-ESSEX,Sun Parlor Home for Senior Citizens,M579,Leamington,206.0,0,<5,<5,1.0,1.0,2021-12-14,WINDSOR-ESSEX COUNTY,2268.0,602,21790,478,22392,0.021346909610575206,52,2021-12-14,2268,0.8584774820268083,0.817965626735652,0.0
2021-12-14,2253,PEEL,Peel Manor,M562,Brampton,177.0,0,5,<5,1.0,1.0,2021-12-14,PEEL REGION,2253.0,751,116445,990,117196,0.008447387282842419,103,2021-12-14,2253,0.8843099005318635,0.8486409707613299,0.0
2021-12-14,2246,NIAGARA,Shalom Manor Long Term Care Home,3009,Grimsby,144.0,<5,<5,<5,1.0,1.0,2021-12-14,NIAGARA REGION,2246.0,394,18550,445,18944,0.02349028716216216,58,2021-12-14,2246,0.8638440934128883,0.8285312812193535,0.0
2021-12-14,2241,KINGSTON FRONTENAC L & A,Arbour Heights,2982,Kingston,174.0,0,0,<5,1.0,1.0,2021-12-14,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,823,2738,15,3561,0.004212299915754001,85,2021-12-14,2241,0.9088378849811384,0.8627084493574453,0.0
2021-12-14,2265,WATERLOO,Lanark Heights Long Term Care Centre,2917,Kitchener,160.0,<5,0,<5,1.0,1.0,2021-12-14,WATERLOO REGION,2265.0,394,20809,310,21203,0.014620572560486723,40,2021-12-14,2265,0.8758519396583708,0.8371362213021089,0.0
2021-12-14,2268,WINDSOR-ESSEX,Country Village Homes - Woodslee,2576,South Woodslee,104.0,0,18,0,1.0,0.99,2021-12-14,WINDSOR-ESSEX COUNTY,2268.0,602,21790,478,22392,0.021346909610575206,52,2021-12-14,2268,0.8584774820268083,0.817965626735652,0.0
2021-12-15,2241,KINGSTON FRONTENAC L & A,Arbour Heights,2982,Kingston,174.0,0,0,<5,1.0,1.0,2021-12-15,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,922,2772,16,3694,0.004331348132106118,134,2021-12-15,2241,0.909604957600849,0.8631445248878288,0.0
2021-12-15,2268,WINDSOR-ESSEX,Country Village Homes - Woodslee,2576,South Woodslee,104.0,0,18,0,1.0,0.99,2021-12-15,WINDSOR-ESSEX COUNTY,2268.0,595,21870,478,22465,0.021277542844424662,73,2021-12-15,2268,0.859045175606763,0.8184731887632879,0.0
2021-12-15,3895,TORONTO,Downsview Long Term Care Centre,1041,North York,252.0,<5,65,0,1.0,1.0,2021-12-15,TORONTO,3895.0,2258,175147,3562,177405,0.02007835179391787,343,2021-12-15,3895,0.883038543852914,0.8451686968835271,0.0
2021-12-15,2261,SUDBURY,Finlandia Hoivakoti Nursing Home,2829,Sudbury,112.0,5,<5,<5,1.0,1.0,2021-12-15,SUDBURY AND DISTRICT,2261.0,412,3880,47,4292,0.010950605778191985,33,2021-12-15,2261,0.8733446885287841,0.8324336697253882,0.0
2021-12-15,2268,WINDSOR-ESSEX,Franklin Gardens Long Term Care Home,2602,Leamington,120.0,<5,<5,<5,1.0,1.0,2021-12-15,WINDSOR-ESSEX COUNTY,2268.0,595,21870,478,22465,0.021277542844424662,73,2021-12-15,2268,0.859045175606763,0.8184731887632879,0.0
2021-12-15,2265,WATERLOO,Lanark Heights Long Term Care Centre,2917,Kitchener,160.0,<5,0,<5,1.0,1.0,2021-12-15,WATERLOO REGION,2265.0,389,20886,310,21275,0.014571092831962397,72,2021-12-15,2265,0.8761478228930145,0.8373685684816645,0.0
2021-12-15,2234,HALDIMAND-NORFOLK,Norview Lodge,M624,Simcoe,179.0,<5,0,<5,1.0,1.0,2021-12-15,HALDIMAND-NORFOLK,2234.0,115,3443,61,3558,0.017144463181562677,24,2021-12-15,2234,0.8215716708544171,0.7891206652142945,0.0
2021-12-15,2246,NIAGARA,Shalom Manor Long Term Care Home,3009,Grimsby,144.0,<5,<5,<5,1.0,1.0,2021-12-15,NIAGARA REGION,2246.0,378,18591,445,18969,0.023459328377879698,25,2021-12-15,2246,0.864505714573767,0.8286676152767467,0.0
2021-12-15,2251,OTTAWA,St. Patrick's Home,3015,Ottawa,288.0,<5,<5,6,1.0,1.0,2021-12-15,CITY OF OTTAWA,2251.0,865,31703,602,32568,0.01848440186686318,117,2021-12-15,2251,0.9110786237320304,0.8653259210813168,0.0
2021-12-15,2268,WINDSOR-ESSEX,Sun Parlor Home for Senior Citizens,M579,Leamington,206.0,0,<5,<5,1.0,1.0,2021-12-15,WINDSOR-ESSEX COUNTY,2268.0,595,21870,478,22465,0.021277542844424662,73,2021-12-15,2268,0.859045175606763,0.8184731887632879,0.0
2021-12-15,2230,DURHAM,Sunnycrest Nursing Home,1013,Whitby,104.0,<5,34,0,0.99,0.99,2021-12-15,DURHAM REGION,2230.0,469,27933,389,28402,0.013696218576156608,44,2021-12-15,2230,0.8943585749819211,0.8588368285957231,0.0
2021-12-16,2241,KINGSTON FRONTENAC L & A,Arbour Heights,2982,Kingston,174.0,0,0,<5,1.0,1.0,2021-12-16,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241.0,1067,2817,16,3884,0.004119464469618949,190,2021-12-16,2241,0.910425882921601,0.8635648386520538,0.0
2021-12-16,4913,SOUTH WEST,Caressant Care on Bonnie Place,2730,St Thomas,116.0,5,<5,<5,1.0,1.0,2021-12-16,OXFORD ELGIN-ST.THOMAS,4913.0,258,5427,107,5685,0.01882145998240985,40,2021-12-16,4913,0.8292803603832309,0.7948934483665278,0.0
